"247115a0a9ec9687e621a3af0df129012e77b73c","1515","Barkley Shut Up and Jam! (USA)"
"2214e10e3b5b481eb86a3ef55c178fdb6d678f7e","3162","Bass Masters Classic - Pro Edition (Europe)"
"50f3592e22cdff8560761d1ff1b728f28fed83dc","3162","Bass Masters Classic - Pro Edition (USA)"
"c55dd321bd4239f42ff6a6b08318dcf7b449ccf9","3477","Bass Masters Classic (Japan)"
"0539a9ad5b83e6fd752dff7d7eb9195339fdceef","3477","Bass Masters Classic (USA)"
"a4d107ca8a6ce9022bc99b0212bda040d57ae3bb","3145","Bassin's Black Bass (USA)"
"5512a076116639e36e1bfde38ca86b126ca0d867","3479","Bastard!! - Ankoku no Hakaishin (Japan)"
"2c22101da2554753951ef5ab9eb258b9696691a5","3480","Batman - Revenge of the Joker (USA) (Proto)"
"db0191f23613e74b72fdc113b013501edbbe6311","","Batman (USA) (Proto) [b]"
"d6240284e98827bfc7619f62f9f4a4d9b03250e5","3146","Batman Forever (Europe)"
"07cc822e9ca7040af19491bd75dcc18d8641e3cf","3146","Batman Forever (Japan)"
"8284e6814d6a01a191e82b107eb46570e3ecd9f3","3146","Batman Forever (USA)"
"79cb69f300c58b3eec38e14a1f85ccba38c8c781","1517","Batman Returns (Europe)"
"ea430d7190d3d40c220f0c972b013ec5e99aede1","1517","Batman Returns (Japan)"
"3bea4be499657acc2aeb0090fa9a00e4b15a7430","1517","Batman Returns (Japan) (Sample)"
"087f414d51c999e25ced561fe21503c559d8050f","1517","Batman Returns (USA)"
"e486b107afcc50d3c5b2c33fa5840bd16ef705c2","1708","Battle Blaze (Japan)"
"2a1c91b6a9ffd5b8d01e388c1322341216021a02","1708","Battle Blaze (USA)"
"cfcc60d3987545429c2196acecb1b3d1f7e56015","1708","Battle Blaze (USA) (Beta)"
"9135ddb50d303cb08b8d6ed5d2533eada4b09f20","1709","Battle Cars (USA)"
"d514520660de9939d7d30de9219ed9bcf21f7a15","276","Battle Clash (Europe)"
"ab007aa2f0b56770b94fd3c7dc0ea161377c6db2","276","Battle Clash (USA)"
"b30566f1fafe2c5417fe57ce209029bba1106843","","Battle Commander - Hachibushuu, Shura no Heihou (Japan)"
"b7e3bb4ff5baa7b4714cb39e11ee021f9c270c74","18655","Battle Cross (Japan)"
"a31fec86afce976ff586fc066561329c416187dd","23250","Battle Dodge Ball - Toukyuu Daigekitotsu! (Japan)"
"5f41251ec95d3551348598bd162fbfbea0f10012","","Battle Dodge Ball II (Japan)"
"2dba76455c864273fac853c1592af9132685a753","1710","Battle Grand Prix (Japan)"
"f321c4d625db984df46c15e1dac0b247d594d62d","1710","Battle Grand Prix (USA)"
"1470da5fc6424477df3a863d1da64fc26368d2b0","","Battle Jockey (Japan)"
"b8db74d502389b761165382a62106c824ca17c50","","Battle Master - Kyuukyoku no Senshi-tachi (Japan)"
"29c0b3b20da445f715e1a8df489efc8e407ee7c1","","Battle Pinball (Japan)"
"02f3a5b09490987848e4b882122b19ff430ec7d7","","Battle Racers (Japan)"
"229289e40479648c63b1e6b81aab7bdb583926cd","","Battle Robot Retsuden (Japan)"
"09614be9cb31f26d02780e25a6217e73f0899084","3481","Battle Soccer - Field no Hasha (Japan)"
"f805dd448412e73173e2de0a24659c44265c9057","","Battle Soccer 2 (Japan)"
"21131dcf2cded93dc8d4e604b36f51f3ab5c2a9d","","Battle Submarine (Japan)"
"0e2a2f7e2b88a9853d7ff5ec37d78f7bfcc658cb","","Battle Tycoon - Flash Hiders SFX (Japan)"
"1959552f9f18335d9e1afb2c98763511fffd1be8","","Battle Tycoon - Flash Hiders SFX (Japan) (Rev 1)"
"fa4bcb5526ee40e3ffc37a28b8be0d51b7c387a5","33003","Battle Zeque Den (Japan)"
"29dcb93667033aa611a52dd8906a9bce7bd09896","3572","BattleTech (Japan)"
